@RELATION grades

@ATTRIBUTE Q01	REAL
@ATTRIBUTE Q02	REAL
@ATTRIBUTE Q03	REAL
@ATTRIBUTE Q04	REAL
@ATTRIBUTE Q05	REAL
@ATTRIBUTE Q06	REAL
@ATTRIBUTE Q07	REAL
@ATTRIBUTE Q08	REAL
@ATTRIBUTE A01	REAL
@ATTRIBUTE A02	REAL
@ATTRIBUTE A03	REAL
@ATTRIBUTE A04	REAL
@ATTRIBUTE A05	REAL
@ATTRIBUTE M.E	REAL
@ATTRIBUTE F.E	REAL


@DATA
100,100,100,90,100,100,10,100,100,82.22,100,100,100,89.67,93,A
100,100,100,100,90,100,10,90,100,93.33,94,97.78,90,92.17,92.5,A
100,100,100,90,90,100,10,96.67,100,91.11,96,100,100,88.67,93,A
100,100,100,100,80,100,10,100,100,82.22,100,100,100,87.17,94.5,A
100,100,100,100,70,100,10,80,100,86.67,90,93.33,100,96.5,90.5,A
100,100,100,100,70,100,10,80,100,100,100,100,95,88,92,A
100,100,100,100,80,100,10,86.67,100,73.33,100,100,100,94.33,85,A
100,100,100,90,80,100,10,86.67,100,100,94,100,90,87.33,91,A
100,100,100,90,70,100,10,85,100,97.78,100,100,100,89,87,A
100,100,100,90,80,100,10,84.17,100,97.78,100,100,100,82,91.5,A
70,100,100,100,70,100,10,85,75,97.78,92,100,100,93.33,89.5,A
100,100,90,80,90,100,10,86.67,100,100,100,100,100,86.5,86.5,A
100,100,100,80,60,100,10,76.67,100,88.89,98,100,100,94,82.5,A
0,100,100,100,90,100,10,81.67,100,97.78,100,100,95,88,92.75,A
100,100,100,80,70,100,10,79.17,100,100,94,100,90,88.17,87,A
80,100,100,100,70,100,10,90,100,86.67,82,100,100,84.67,91.5,A
90,100,100,80,80,100,10,86.67,100,97.78,100,100,100,75,94.5,A
90,100,100,90,70,100,10,90,100,100,88,100,100,91,79.5,A
90,100,100,0,80,100,10,100,100,84.44,92,95.56,100,80.17,88.5,A
100,100,100,90,80,100,10,100,100,88.89,84,100,100,74.67,93,A
100,100,100,70,80,100,10,89.17,100,100,94,100,100,77.17,90,A
100,100,100,70,60,100,10,80,100,97.78,100,100,100,77.83,92,A
100,100,96.67,100,80,100,10,100,100,82.22,100,100,90,77.5,89,A
100,100,100,80,70,100,10,0,100,86.67,100,100,100,86.17,93,A
100,100,100,90,70,100,10,90,100,88.89,84,83.33,90,85.67,88.5,A
100,100,100,90,100,100,10,66.67,100,77.78,90,100,100,80.17,88.5,A
100,100,100,80,90,100,10,86.67,100,88.89,100,100,100,89,75.38,A
90,100,86.67,0,63.33,100,10,90,100,88.89,94,100,100,85.67,93,B
100,100,100,70,70,100,10,96.67,100,97.78,100,100,100,76.33,86,B
100,100,100,80,70,100,10,90,100,84.44,100,100,100,79.67,84.5,B
100,100,100,80,80,100,10,80,100,66.67,88,100,100,84.17,84.5,B
60,100,100,80,70,100,10,86.67,100,93.33,100,100,100,82,84,B
100,100,100,100,70,100,10,90,75,97.78,100,100,95,78,84.38,B
100,100,100,100,70,100,10,85,100,80,100,100,100,78.17,81.75,B
100,100,100,80,80,100,10,90,80,93.33,96,100,100,72,90,B
100,100,100,0,70,100,10,72.5,100,97.78,94,100,100,80.33,90.38,B
90,100,100,80,80,100,10,86.67,100,93.33,90,0,100,91.5,88,B
100,100,100,70,70,100,10,90,100,93.33,75,100,100,75.67,86.75,B
100,100,100,50,60,100,10,76.67,100,100,96,100,95,70.17,93,B
90,100,88,90,100,100,10,80,100,97.78,89,83.33,95,74.17,86,B
100,100,100,100,70,100,10,80,100,80,100,100,100,67.17,88.5,B
100,100,100,90,70,100,10,80,100,100,100,100,100,69.67,83.13,B
100,100,100,100,80,100,10,90,100,86.67,100,100,85,72.67,82,B
97.5,100,100,90,100,100,10,76.67,100,77.78,78,91.11,100,86.17,73,B
90,100,100,80,70,100,10,90,100,60,88,97.78,100,68.83,94,B
100,100,100,90,70,100,10,0,100,55.56,70,100,90,89.17,88,B
100,100,100,0,70,98,10,90,100,84.44,92,100,100,74.5,78.5,B
90,100,96.67,0,100,100,10,86.67,100,88.89,100,100,100,73.83,85.5,B
100,100,100,90,70,100,10,90,100,86.67,98,100,100,70.83,79,B
100,100,100,70,80,98,10,90,100,60,88,100,100,69.33,89,B
